date,close_eur,close_usd,close_gld,sma50d_eur,sma200d_eur,sma200w_eur,sma200w_factor_eur,sma50d_usd,sma200d_usd,sma200w_usd,sma200w_factor_usd,sma50d_gld,sma200d_gld,sma200w_gld,sma200w_factor_gld,powerlaw_q01_eur,powerlaw_q50_eur,powerlaw_q99_eur,powerlaw_factor_eur,powerlaw_q01_usd,powerlaw_q50_usd,powerlaw_q99_usd,powerlaw_factor_usd
2022-09-22,19706.70,19404.00,11.610054388473712,21152.58,27525.21,20427.79,0.96470054,21278.72,29048.18,23343.90,0.83122357,12.25683558,15.73096454,13.23727810,0.87707264,14674.98,28410.95,86268.72,0.07028156,15247.34,31487.72,99588.30,0.04928400
2022-09-23,19888.90,19293.50,11.735063165641785,21108.74,27449.69,20439.30,0.97307148,21212.35,28954.52,23354.54,0.82611347,12.23905412,15.69448746,13.24310135,0.88612651,14692.51,28444.66,86351.03,0.07251601,15265.16,31524.47,99679.56,0.04772100
2022-09-24,19509.30,18925.20,11.51104866521906,21040.97,27369.43,20450.85,0.95396035,21124.69,28855.43,23365.26,0.80997173,12.20666968,15.65753628,13.24876459,0.86883940,14710.06,28478.41,86433.40,0.06691323,15283.01,31561.27,99770.89,0.04310902
2022-09-25,19410.10,18803.20,11.436843481804525,20978.27,27276.97,20462.23,0.94858185,21041.87,28739.80,23375.79,0.80438779,12.17690220,15.60942522,13.25457021,0.86286038,14727.62,28512.19,86515.83,0.06522631,15300.86,31598.10,99862.29,0.04141770
2022-09-26,19976.60,19225.70,11.852205755431166,20921.90,27197.74,20474.15,0.97569862,20962.87,28638.84,23386.78,0.82207555,12.15283824,15.56998263,13.26081125,0.89377682,14745.21,28546.00,86598.32,0.07280673,15318.74,31634.96,99953.75,0.04616246
2022-09-27,19888.30,19081.00,11.712673946804658,20852.70,27119.69,20485.97,0.97082540,20868.17,28540.60,23397.65,0.81550925,12.12087032,15.53115564,13.26693552,0.88284698,14762.81,28579.85,86680.88,0.07126846,15336.63,31671.86,100045.27,0.04420293
2022-09-28,19993.50,19411.00,11.695487136229438,20798.76,27041.68,20497.59,0.97540735,20793.45,28443.58,23408.47,0.82922976,12.09676599,15.49224271,13.27279454,0.88116237,14780.43,28613.73,86763.50,0.07242078,15354.54,31708.80,100136.86,0.04784559
2022-09-29,19933.00,19593.00,11.797326589595375,20732.22,26968.57,20509.16,0.97190719,20706.06,28352.59,23419.39,0.83661445,12.06532763,15.45593116,13.27871489,0.88843888,14798.06,28647.64,86846.18,0.07127098,15372.47,31745.77,100228.52,0.04973753
2022-09-30,19818.80,19423.00,11.695881782653988,20664.51,26886.31,20520.81,0.96579034,20615.81,28251.34,23430.38,0.82896650,12.03178187,15.41289284,13.28470195,0.88040227,14815.72,28681.59,86928.92,0.06937814,15390.41,31782.78,100320.24,0.04748143
2022-10-01,19705.40,19311.90,11.628981073903907,20583.07,26805.71,20532.26,0.95972874,20514.07,28151.48,23441.18,0.82384505,11.99361829,15.36854707,13.29064122,0.87497517,14833.39,28715.57,87011.73,0.06749961,15408.38,31819.82,100412.03,0.04592179
2022-10-02,19452.90,19052.20,11.472598409075855,20495.44,26716.46,20543.57,0.94690942,20406.27,28041.14,23451.82,0.81239750,11.95184103,15.31914707,13.29639807,0.86283506,14851.08,28749.59,87094.60,0.06369872,15426.36,31856.90,100503.88,0.04261807
2022-10-03,19964.90,19628.30,11.547077683325,20420.51,26631.88,20555.42,0.97127181,20312.78,27934.71,23463.05,0.83656217,11.91310355,15.27155681,13.30239595,0.86804495,14868.79,28783.63,87177.53,0.07047710,15444.35,31894.02,100595.80,0.04913539
2022-10-04,20372.30,20340.20,11.781107552229644,20353.70,26544.80,20567.50,0.99050930,20237.55,27827.57,23474.75,0.86647142,11.87788205,15.22178260,13.30852826,0.88522993,14886.51,28817.71,87260.52,0.07579779,15462.37,31931.17,100687.79,0.05723445
2022-10-05,20342.90,20157.50,11.746384159062037,20291.40,26455.63,20579.71,0.98849304,20163.56,27717.20,23486.46,0.85826046,11.84414905,15.17183478,13.31473332,0.88220950,14904.25,28851.83,87343.57,0.07507870,15480.40,31968.35,100779.84,0.05483154
2022-10-06,20381.90,19956.70,11.663014066892252,20240.36,26370.71,20592.10,0.98979220,20095.94,27610.60,23498.21,0.84928597,11.81245468,15.12266306,13.32103999,0.87553330,14922.01,28885.98,87426.69,0.07530397,15498.45,32005.58,100871.96,0.05222053
2022-10-07,20061.00,19531.30,11.524318647148023,20181.88,26284.87,20604.30,0.97363172,20022.49,27503.15,23509.71,0.83077588,11.77908988,15.07435309,13.32731403,0.86471427,14939.79,28920.16,87509.87,0.07056917,15516.51,32042.84,100964.14,0.04698539
2022-10-08,19936.40,19415.00,11.455696575976965,20165.70,26192.51,20616.41,0.96701608,19994.16,27388.36,23521.13,0.82542803,11.76977758,15.02138455,13.33353907,0.85916399,14957.58,28954.37,87593.11,0.06854524,15534.60,32080.13,101056.39,0.04537323
2022-10-09,19974.00,19441.00,11.471037709686746,20143.64,26097.49,20628.46,0.96827393,19960.21,27271.00,23532.47,0.82613512,11.75725144,14.96843179,13.33969194,0.85991774,14975.39,28988.62,87676.42,0.06875570,15552.70,32117.46,101148.70,0.04542619
2022-10-10,19700.10,19134.60,11.46807630760379,20108.63,25996.23,20640.38,0.95444464,19912.55,27146.61,23543.66,0.81272835,11.74033621,14.91340812,13.34589698,0.85929603,14993.22,29022.91,87759.79,0.06468465,15570.82,32154.83,101241.08,0.04159880
2022-10-11,19641.00,19059.10,11.439349378788789,20070.56,25892.62,20652.30,0.95103209,19865.41,27020.25,23554.84,0.80913732,11.72244279,14.85742318,13.35210898,0.85674476,15011.07,29057.22,87843.22,0.06356987,15588.95,32192.23,101333.53,0.04047078
2022-10-12,19734.40,19154.80,11.447524906321155,20033.39,25788.62,20664.23,0.95500292,19818.16,26893.28,23566.05,0.81281335,11.70521938,14.80147913,13.35828891,0.85696042,15028.94,29091.57,87926.71,0.06454875,15607.11,32229.67,101426.04,0.04133925
2022-10-13,19844.50,19379.80,11.630299102213261,20001.71,25674.59,20676.35,0.95976804,19778.45,26755.89,23577.52,0.82196092,11.69384543,14.73999470,13.36468942,0.87022592,15046.82,29125.96,88010.27,0.06575457,15625.28,32267.14,101518.62,0.04371142
2022-10-14,19728.00,19181.80,11.664568700781416,19963.35,25558.92,20688.42,0.95357693,19730.78,26616.27,23588.91,0.81317026,11.68192776,14.67582372,13.37114803,0.87236853,15064.72,29160.37,88093.88,0.06385504,15643.47,32304.65,101611.26,0.04115879
2022-10-15,19627.20,19068.70,11.595791906108426,19949.30,25443.14,20700.43,0.94815422,19707.16,26474.37,23600.22,0.80798823,11.68079951,14.61020861,13.37755752,0.86680935,15082.64,29194.83,88177.57,0.06217340,15661.68,32342.20,101703.97,0.03959704
2022-10-16,19773.60,19261.90,11.713277995682448,19942.30,25331.25,20712.53,0.95466850,19691.72,26335.30,23611.66,0.81577915,11.68450680,14.54698941,13.38405086,0.87516688,15100.57,29229.31,88261.31,0.06387347,15679.90,32379.78,101796.75,0.04159465
2022-10-17,19862.30,19548.20,11.84402018818882,19945.99,25225.08,20724.51,0.95839660,19691.68,26205.42,23623.10,0.82750359,11.69639555,14.48868925,13.39048930,0.88450989,15118.53,29263.83,88345.12,0.06478207,15698.14,32417.40,101889.59,0.04466870
2022-10-18,19602.00,19328.20,11.697188298091238,19932.40,25113.61,20736.20,0.94530338,19672.33,26070.58,23634.29,0.81780328,11.69683417,14.42694198,13.39674731,0.87313644,15136.50,29298.38,88428.99,0.06092712,15716.40,32455.06,101982.50,0.04186813
2022-10-19,19585.50,19123.90,11.738575330693921,19928.86,25004.13,20747.88,0.94397596,19658.95,25937.14,23645.31,0.80878195,11.70197050,14.36540164,13.40301345,0.87581613,15154.49,29332.97,88512.92,0.06040219,15734.68,32492.75,102075.48,0.03925398
2022-10-20,19477.60,19042.90,11.69574803923375,19918.90,24891.34,20759.25,0.93826126,19638.93,25800.32,23656.01,0.80499205,11.70158542,14.30242789,13.40906944,0.87222667,15172.50,29367.59,88596.92,0.05863308,15752.97,32530.48,102168.52,0.03807104
2022-10-21,19435.40,19162.60,11.560030404304863,19903.35,24776.17,20770.71,0.93571188,19619.66,25662.99,23666.94,0.80967797,11.69550591,14.23966365,13.41512958,0.86171590,15190.52,29402.25,88680.98,0.05776097,15771.28,32568.24,102261.63,0.03921039
2022-10-22,19483.90,19204.80,11.585487977027858,19892.13,24665.03,20782.12,0.93753188,19604.70,25531.48,23677.83,0.81108784,11.69418327,14.17931381,13.42120789,0.86322245,15208.57,29436.93,88765.10,0.05812305,15789.61,32606.05,102354.80,0.03945223
2022-10-23,19840.80,19571.20,11.806522447305237,19890.53,24566.09,20793.81,0.95416857,19599.50,25413.47,23688.99,0.82617283,11.69869801,14.12628328,13.42739074,0.87928643,15226.63,29471.66,88849.28,0.06267324,15807.96,32643.88,102448.04,0.04343532
2022-10-24,19554.90,19331.50,11.718191186276293,19878.12,24463.90,20805.25,0.93990219,19586.13,25292.89,23699.92,0.81567786,11.69947818,14.07237469,13.43349493,0.87231143,15244.70,29506.42,88933.53,0.05849190,15826.33,32681.76,102541.35,0.04042172
2022-10-25,20154.30,20082.70,12.147627055080388,19883.45,24370.25,20817.27,0.96815288,19591.92,25181.93,23711.58,0.84695748,11.71100826,14.02454000,13.44005605,0.90383753,15262.80,29541.21,89017.84,0.06632089,15844.71,32719.67,102634.72,0.04883039
2022-10-26,20583.10,20769.50,12.475897571436295,19915.33,24276.33,20829.57,0.98816730,19631.59,25071.94,23723.71,0.87547437,11.73970588,13.97708308,13.44682874,0.92779478,15280.92,29576.03,89102.22,0.07182453,15863.11,32757.61,102728.16,0.05648290
2022-10-27,20356.00,20292.90,12.200238078060748,19936.70,24184.30,20841.86,0.97668826,19651.81,24962.72,23735.64,0.85495483,11.75929317,13.92986330,13.45353491,0.90684256,15299.05,29610.89,89186.66,0.06844111,15881.53,32795.60,102821.67,0.05074031
2022-10-28,20670.00,20594.40,12.536463025639778,19964.05,24106.02,20854.18,0.99116820,19677.35,24868.20,23747.59,0.86722063,11.78376244,13.89150391,13.46033588,0.93136331,15317.20,29645.78,89271.16,0.07238017,15899.96,32833.61,102915.24,0.05394961
2022-10-29,20880.20,20809.80,12.667583822347757,19956.89,24025.22,20866.76,1.00064409,19666.25,24771.86,23759.81,0.87584034,11.78825473,13.85295811,13.46723051,0.94062278,15335.37,29680.71,89355.72,0.07490954,15918.42,32871.67,103008.88,0.05616436
2022-10-30,20717.10,20626.30,12.543511840328877,19940.62,23939.99,20879.15,0.99223867,19645.76,24669.33,23771.82,0.86767862,11.78694361,13.81174672,13.47406250,0.93093763,15353.55,29715.67,89440.35,0.07239549,15936.89,32909.76,103102.59,0.05379880
2022-10-31,20735.00,20496.30,12.552469608353492,19921.75,23859.01,20891.65,0.99250179,19618.99,24572.13,23783.81,0.86177530,11.78366261,13.77335149,13.48095768,0.93112596,15371.76,29750.67,89525.04,0.07232640,15955.38,32947.89,103196.36,0.05205031
2022-11-01,20734.40,20483.50,12.44116057166111,19894.22,23774.97,20904.07,0.99188340,19580.76,24471.75,23795.72,0.86080606,11.77279404,13.73286335,13.48777336,0.92240285,15389.98,29785.70,89609.80,0.07200799,15973.89,32986.06,103290.20,0.05164682
2022-11-02,20527.50,20154.40,12.337791925560897,19900.37,23690.58,20916.28,0.98141256,19580.33,24370.61,23807.34,0.84656245,11.78246022,13.69230904,13.49443200,0.91428761,15408.22,29820.77,89694.61,0.06891276,15992.41,33024.26,103384.11,0.04762455
2022-11-03,20725.40,20206.40,12.39489148703856,19909.58,23610.64,20928.70,0.99028607,19580.01,24273.13,23819.08,0.84832831,11.79189220,13.65375940,13.50119897,0.91805857,15426.48,29855.87,89779.49,0.07126705,16010.95,33062.50,103478.08,0.04796602
2022-11-04,21240.10,21145.90,12.577337369964374,19939.75,23527.55,20941.47,1.01426022,19608.90,24174.84,23831.47,0.88730993,11.80667809,13.61355301,13.50806891,0.93109811,15444.75,29891.00,89864.44,0.07787388,16029.51,33100.77,103572.12,0.05844457
2022-11-05,21376.40,21301.60,12.669945933728668,19971.80,23442.09,20954.35,1.02014140,19638.88,24073.83,23843.98,0.89337434,11.82329966,13.57048643,13.51500501,0.93747253,15463.05,29926.17,89949.45,0.07938832,16048.09,33139.09,103666.23,0.05995916
2022-11-06,21063.80,20916.30,12.440255986296645,19991.25,23356.74,20966.86,1.00462349,19654.94,23971.58,23856.06,0.87677093,11.83160760,13.52703851,13.52166508,0.92002397,15481.36,29961.37,90034.52,0.07487865,16066.69,33177.44,103760.40,0.05530169
2022-11-07,20563.50,20589.00,12.289078960719593,20015.01,23272.71,20979.05,0.98019214,19678.34,23872.11,23867.92,0.86262230,11.84519854,13.48479345,13.52823519,0.90840223,15499.69,29996.61,90119.66,0.06786132,16085.30,33215.82,103854.64,0.05131291
2022-11-08,18460.40,18527.40,10.813678625833903,19994.52,23181.00,20989.74,0.87949636,19658.11,23766.20,23878.31,0.77590918,11.82832354,13.43602768,13.53375286,0.79901552,15518.04,30031.88,90204.86,0.03939597,16103.93,33254.24,103948.95,0.02758802
2022-11-09,15854.60,15886.90,9.308712287671312,19933.00,23077.35,20998.59,0.75503165,19598.40,23648.55,23886.82,0.66509062,11.78762106,13.38049068,13.53820600,0.68758832,15536.40,30067.18,90290.12,0.00425664,16122.58,33292.70,104043.32,-0.00268060
2022-11-10,17242.40,17589.10,10.021422670427027,19901.85,22980.96,21008.65,0.82072860,19580.40,23539.17,23896.81,0.73604385,11.76719040,13.32839811,13.54336294,0.73995083,15554.79,30102.52,90375.45,0.02255540,16141.25,33331.20,104137.76,0.01645349
2022-11-11,16405.00,17049.90,9.6289038233467,19835.81,22874.35,21018.10,0.78051774,19533.32,23422.29,23906.41,0.71319366,11.72756738,13.27004368,13.54823443,0.71071281,15573.19,30137.90,90460.84,0.01110744,16159.94,33369.73,104232.27,0.01010488
2022-11-12,16178.60,16795.20,9.485062404698708,19761.61,22776.01,21027.39,0.76940600,19483.35,23315.70,23915.83,0.70226289,11.68256737,13.21741544,13.55300317,0.69984949,15591.61,30173.31,90546.29,0.00783127,16178.64,33408.30,104326.85,0.00699458
2022-11-13,15776.60,16324.50,9.21923533066019,19686.95,22669.06,21036.47,0.74996423,19431.34,23201.11,23925.00,0.68231975,11.63673110,13.15943755,13.55765840,0.68000204,15610.05,30208.75,90631.81,0.00222002,16197.36,33446.91,104421.49,0.00144110
2022-11-14,16071.10,16613.70,9.382401608376206,19620.17,22560.26,21045.66,0.76363013,19387.55,23085.43,23934.27,0.69413857,11.59564226,13.10148353,13.56234808,0.69179773,15628.51,30244.23,90717.39,0.00589421,16216.10,33485.56,104516.20,0.00450283
2022-11-15,16295.30,16895.10,9.4958970323741,19546.55,22458.70,21055.05,0.77393784,19340.94,22977.00,23943.79,0.70561511,11.54851609,13.04729226,13.56713209,0.69991926,15646.98,30279.74,90803.04,0.00862632,16234.86,33524.24,104610.98,0.00747080
2022-11-16,15895.40,16540.50,9.327945770970326,19466.69,22359.38,21064.14,0.75461899,19290.13,22871.46,23953.04,0.69053865,11.50082153,12.99226124,13.57181365,0.68730282,15665.48,30315.29,90888.75,0.00305650,16253.63,33562.96,104705.82,0.00324322
2022-11-17,16111.00,16691.20,9.482666545466941,19389.04,22257.37,21073.37,0.76451939,19235.73,22762.61,23962.37,0.69655881,11.45656512,12.93800382,13.57658204,0.69845757,15683.99,30350.87,90974.52,0.00567150,16272.43,33601.71,104800.73,0.00473035
2022-11-18,16092.00,16638.30,9.50776299022269,19312.22,22154.62,21082.59,0.76328383,19176.64,22653.23,23971.68,0.69408152,11.41077384,12.88213824,13.58136318,0.70005955,15702.52,30386.49,91060.36,0.00516841,16291.24,33640.50,104895.71,0.00391696
2022-11-19,16144.90,16699.20,9.542563586804345,19238.74,22056.02,21091.81,0.76545825,19122.16,22548.14,23980.98,0.69635186,11.36770748,12.82889012,13.58616917,0.70237338,15721.06,30422.14,91146.26,0.00561934,16310.07,33679.33,104990.76,0.00438799
2022-11-20,15731.10,16286.70,9.303761674902175,19159.25,21947.90,21100.82,0.74552079,19061.66,22431.13,23990.08,0.67889311,11.32120309,12.76994269,13.59083989,0.68456120,15739.63,30457.83,91232.22,-0.00011299,16328.92,33718.20,105085.87,-0.00047568
2022-11-21,15384.30,15776.20,9.078050913778025,19077.88,21851.39,21109.59,0.72878251,18996.14,22327.29,23998.82,0.65737399,11.27331214,12.71798092,13.59534446,0.66773232,15758.21,30493.55,91318.25,-0.00494852,16347.78,33757.10,105181.05,-0.00643430
2022-11-22,15702.40,16212.90,9.318508385732185,18992.63,21759.13,21118.55,0.74353590,18927.83,22228.31,24007.85,0.67531662,11.22874076,12.66897773,13.60001077,0.68518390,15776.82,30529.31,91404.35,-0.00098403,16366.67,33796.04,105276.30,-0.00172951
2022-11-23,15925.50,16623.90,9.495193543412329,18903.70,21670.50,21127.69,0.75377384,18853.50,22134.09,24017.18,0.69216702,11.18302248,12.62085797,13.60480984,0.69792916,15795.44,30565.10,91490.51,0.00171821,16385.57,33835.02,105371.62,0.00267828
2022-11-24,15928.20,16601.20,9.45307117192527,18815.40,21588.61,21136.82,0.75357599,18782.38,22046.79,24026.48,0.69095431,11.13715622,12.57252760,13.60956920,0.69459004,15814.08,30600.92,91576.73,0.00150628,16404.49,33874.04,105467.00,0.00220867
2022-11-25,15858.00,16512.30,9.410970146701775,18724.92,21525.55,21145.91,0.74993226,18713.49,21978.88,24035.73,0.68698974,11.09211534,12.53840477,13.61434349,0.69125406,15832.74,30636.79,91663.02,0.00033311,16423.43,33913.09,105562.45,0.00099698
2022-11-26,15815.20,16456.50,9.379167664056355,18640.01,21457.42,21154.97,0.74758792,18651.99,21906.13,24044.93,0.68440623,11.04921232,12.50096776,13.61909506,0.68867774,15851.41,30672.68,91749.37,-0.00047709,16442.38,33952.18,105657.97,0.00015827
2022-11-27,15833.90,16425.60,9.361556611838731,18557.96,21398.98,21164.07,0.74815005,18592.21,21842.91,24054.12,0.68286015,11.00732952,12.46931887,13.62384300,0.68714507,15870.11,30708.61,91835.78,-0.00047666,16461.36,33991.31,105753.55,-0.00040048
2022-11-28,15661.10,16211.70,9.312573240504586,18471.70,21337.96,21173.11,0.73966933,18527.62,21779.09,24063.24,0.67371227,10.96416023,12.43635817,13.62860838,0.68331065,15888.82,30744.58,91922.26,-0.00299500,16480.35,34030.47,105849.21,-0.00300608
2022-11-29,15919.90,16440.40,9.400423123105952,18396.10,21276.99,21182.36,0.75156404,18473.74,21714.87,24072.55,0.68295216,10.92280717,12.40254899,13.63346412,0.68951097,15907.55,30780.58,92008.81,0.00016228,16499.36,34069.68,105944.93,-0.00065917
2022-11-30,16475.10,17163.90,9.708088235294118,18332.78,21214.89,21191.99,0.77742109,18435.83,21650.29,24082.34,0.71271729,10.88818194,12.36657493,13.63852586,0.71181360,15926.30,30816.62,92095.41,0.00720502,16518.39,34108.91,106040.72,0.00721060
2022-12-01,16129.30,16972.00,9.412051774048646,18260.68,21145.15,21201.38,0.76076652,18392.18,21578.61,24092.00,0.70446621,10.84747248,12.32566963,13.64339025,0.68986165,15945.07,30852.69,92182.09,0.00241654,16537.43,34148.19,106136.57,0.00485016
2022-12-02,16220.00,17093.60,9.507272171083732,18188.19,21083.39,21210.82,0.76470405,18346.45,21514.83,24101.74,0.70922680,10.80501194,12.29138891,13.64830264,0.69659008,15963.85,30888.79,92268.82,0.00335692,16556.50,34187.51,106232.50,0.00598934
2022-12-03,16045.00,16884.50,9.390973052643288,18114.53,21019.49,21220.12,0.75612202,18300.51,21447.06,24111.30,0.70027332,10.75954003,12.25452947,13.65313196,0.68782555,15982.66,30924.94,92355.63,0.00081626,16575.58,34226.86,106328.49,0.00344189
2022-12-04,16240.10,17112.60,9.51789269942267,18046.78,20963.85,21229.59,0.76497474,18261.38,21389.21,24121.05,0.70944673,10.71798204,12.22317051,13.65805670,0.69687020,16001.48,30961.11,92442.49,0.00312162,16594.68,34266.25,106424.55,0.00576557
2022-12-05,16158.00,16966.50,9.601595880139215,17974.47,20901.49,21238.99,0.76077064,18215.48,21322.51,24130.69,0.70310878,10.67574840,12.18891223,13.66302706,0.70274295,16020.32,30997.32,92529.42,0.00179952,16613.80,34305.68,106520.68,0.00392295
2022-12-06,16305.70,17089.30,9.654589931471637,17903.34,20844.87,21248.49,0.76738159,18166.30,21262.06,24140.42,0.70791229,10.63195980,12.15818233,13.66804973,0.70636193,16039.18,31033.57,92616.42,0.00348041,16632.94,34345.14,106616.87,0.00507157
2022-12-07,16015.60,16835.20,9.427365072965316,17831.61,20785.77,21257.81,0.75339840,18116.44,21199.07,24150.02,0.69710915,10.58656333,12.12562316,13.67292249,0.68949159,16058.06,31069.85,92703.48,-0.00055398,16652.10,34384.64,106713.14,0.00203307
2022-12-08,16308.20,17225.70,9.625500813035389,17766.07,20724.18,21267.35,0.76681862,18078.47,21133.76,24159.89,0.71298752,10.54430184,12.09174782,13.67793117,0.70372490,16076.96,31106.17,92790.61,0.00301433,16671.27,34424.18,106809.47,0.00615089
2022-12-09,16249.70,17125.70,9.530956952444557,17701.51,20669.33,21276.67,0.76373323,18040.13,21073.93,24169.51,0.70856629,10.50100602,12.06092478,13.68274991,0.69656736,16095.87,31142.52,92877.80,0.00200347,16690.47,34463.76,106905.87,0.00482434
2022-12-10,16240.40,17127.20,9.53179174666778,17637.61,20612.52,21285.98,0.76296229,17999.42,21011.32,24179.13,0.70834641,10.46044125,12.02916261,13.68756926,0.69638309,16114.81,31178.91,92965.05,0.00163422,16709.68,34503.38,107002.33,0.00462408
2022-12-11,16236.20,17093.30,9.512925397222919,17572.65,20555.65,21295.28,0.76243186,17957.19,20949.08,24188.71,0.70666439,10.41898999,11.99704714,13.69236573,0.69476127,16133.76,31215.34,93052.37,0.00133180,16728.91,34543.03,107098.87,0.00403220
2022-12-12,16305.80,17210.40,9.660297716607918,17501.95,20501.12,21304.65,0.76536343,17909.98,20889.12,24198.41,0.71122028,10.37606550,11.96645309,13.69728285,0.70527110,16152.73,31251.79,93139.75,0.00198826,16748.15,34582.72,107195.47,0.00511071
2022-12-13,16723.70,17778.60,9.815001904635718,17445.33,20451.56,21314.33,0.78462236,17878.92,20835.00,24208.51,0.73439464,10.33800171,11.93838310,13.70231430,0.71630249,16171.72,31288.29,93227.20,0.00716341,16767.42,34622.45,107292.15,0.01117021
2022-12-14,16672.70,17796.40,9.846681605665754,17375.70,20399.73,21323.96,0.78187635,17833.19,20778.85,24218.65,0.73482213,10.29198281,11.90932274,13.70736958,0.71834947,16190.73,31324.82,93314.72,0.00624929,16786.71,34662.22,107388.89,0.01114421
2022-12-15,16291.40,17356.10,9.766474782090022,17289.86,20343.97,21333.35,0.76365878,17764.92,20718.30,24228.48,0.71635117,10.23779435,11.87867968,13.71238064,0.71223772,16209.76,31361.38,93402.30,0.00105762,16806.01,34702.02,107485.69,0.00606630
2022-12-16,15705.80,16629.60,9.277788006092354,17196.86,20275.27,21342.30,0.73590007,17691.66,20642.84,24237.78,0.68610244,10.17934535,11.83963016,13.71706202,0.67636845,16228.80,31397.98,93489.94,-0.00676925,16825.33,34741.86,107582.57,-0.00215663
2022-12-17,15842.10,16777.10,9.36007944610887,17100.30,20206.53,21351.35,0.74197182,17615.31,20567.75,24247.18,0.69191964,10.11581768,11.79990943,13.72180218,0.68213193,16247.87,31434.62,93577.65,-0.00524727,16844.67,34781.74,107679.52,-0.00074388
2022-12-18,15814.30,16741.10,9.352204103750132,16998.98,20145.79,21360.35,0.74035772,17533.94,20502.47,24256.52,0.69016908,10.04951008,11.76598349,13.72650460,0.68132452,16266.95,31471.29,93665.42,-0.00584831,16864.03,34821.66,107776.53,-0.00135218
2022-12-19,15482.80,16441.30,9.198496131230453,16894.30,20081.63,21368.97,0.72454592,17450.24,20432.40,24265.48,0.67755923,9.98260977,11.73047966,13.73099335,0.66990755,16286.05,31508.00,93753.26,-0.01036890,16883.40,34861.62,107873.61,-0.00485876
2022-12-20,15904.70,16902.80,9.298390379685557,16797.69,20022.58,21377.87,0.74397964,17378.37,20368.41,24274.76,0.69631172,9.91752818,11.69674877,13.73552114,0.67695942,16305.17,31544.74,93841.17,-0.00516496,16902.80,34901.61,107970.76,0.00000000
2022-12-21,15845.00,16831.80,9.278166393808602,16699.90,19962.50,21386.71,0.74088067,17305.33,20303.24,24283.95,0.69312447,9.85426830,11.66247542,13.74002574,0.67526558,16324.31,31581.52,93929.14,-0.00617629,16922.21,34941.64,108067.98,-0.00099193
2022-12-22,15860.10,16820.60,9.387386080152693,16606.56,19902.38,21395.58,0.74127927,17238.66,20237.78,24293.15,0.69240094,9.79526018,11.62861663,13.74460610,0.68298691,16343.47,31618.34,94017.17,-0.00622308,16941.65,34981.71,108165.27,-0.00132696
2022-12-23,15787.70,16779.10,9.331260844418738,16507.80,19834.64,21404.37,0.73759237,17170.11,20164.84,24302.30,0.69043259,9.73398757,11.59010109,13.74913794,0.67867970,16362.64,31655.19,94105.27,-0.00739543,16961.10,35021.82,108262.62,-0.00199340
2022-12-24,15830.40,16837.20,9.363571651021044,16399.61,19768.42,21413.09,0.73928611,17083.94,20093.38,24311.38,0.69256455,9.66971226,11.55289424,13.75369287,0.68080418,16381.84,31692.07,94193.43,-0.00708686,16980.57,35061.97,108360.04,-0.00156895
2022-12-25,15835.20,16831.80,9.360152148767684,16288.78,19706.75,21422.04,0.73920131,16994.54,20026.53,24320.73,0.69207627,9.60351638,11.51821704,13.75835834,0.68032478,16401.05,31728.99,94281.67,-0.00726561,17000.05,35102.15,108457.54,-0.00183965
2022-12-26,15885.00,16918.10,9.408143518106593,16185.21,19644.56,21430.98,0.74121669,16914.58,19960.63,24330.07,0.69535764,9.54287413,11.48383621,13.76301445,0.68358161,16420.29,31765.95,94369.96,-0.00686712,17019.56,35142.38,108555.10,-0.00110842
2022-12-27,15690.00,16706.10,9.215480767639546,16087.74,19584.81,21439.81,0.73181619,16836.92,19898.75,24339.28,0.68638431,9.48140217,11.45221145,13.76754894,0.66936248,16439.54,31802.94,94458.32,-0.00960717,17039.08,35182.64,108652.73,-0.00363461
2022-12-28,15549.00,16546.20,9.178820070451835,16029.51,19527.52,21448.53,0.72494479,16797.30,19839.46,24348.38,0.67956061,9.44870500,11.42221987,13.77204103,0.66648219,16458.81,31839.97,94546.75,-0.01165109,17058.63,35222.94,108750.42,-0.00558861
2022-12-29,15596.80,16636.40,9.189705744256573,16024.35,19478.81,21457.29,0.72687651,16812.29,19789.61,24357.53,0.68300850,9.44632487,11.39708406,13.77652975,0.66705520,16478.10,31877.04,94635.24,-0.01127600,17078.19,35263.27,108848.19,-0.00481410
2022-12-30,15498.80,16607.20,9.102030078484676,15989.48,19448.41,21465.96,0.72201756,16792.65,19760.41,24366.67,0.68155394,9.42793701,11.38090151,13.78091953,0.66048061,16497.40,31914.14,94723.80,-0.01276551,17097.77,35303.65,108946.03,-0.00534109
2022-12-31,15420.90,16537.40,9.102030078484676,15969.80,19419.46,21474.58,0.71810019,16782.40,19732.31,24375.75,0.67843656,9.41739954,11.36515492,13.78530863,0.66027032,16516.73,31951.27,94812.42,-0.01399604,17117.37,35344.06,109043.93,-0.00630906
2023-01-01,15512.90,16618.40,9.102030078484676,15956.49,19389.14,21483.27,0.72209212,16778.86,19702.51,24384.90,0.68150372,9.40973889,11.34910364,13.78970526,0.66005980,16536.08,31988.45,94901.11,-0.01305659,17136.99,35384.52,109141.90,-0.00563655
2023-01-02,15600.40,16674.30,9.142814844058428,15952.96,19370.55,21492.08,0.72586739,16785.86,19683.95,24394.15,0.68353683,9.40821048,11.33993979,13.79418130,0.66280228,16555.44,32025.66,94989.86,-0.01217629,17156.62,35425.01,109239.95,-0.00523786
