date,close_eur,close_usd,close_gld,sma50d_eur,sma200d_eur,sma200w_eur,sma200w_factor_eur,sma50d_usd,sma200d_usd,sma200w_usd,sma200w_factor_usd,sma50d_gld,sma200d_gld,sma200w_gld,sma200w_factor_gld,powerlaw_q01_eur,powerlaw_q50_eur,powerlaw_q99_eur,powerlaw_factor_eur,powerlaw_q01_usd,powerlaw_q50_usd,powerlaw_q99_usd,powerlaw_factor_usd
2012-10-06,9.63,12.50,0.007131225784715593,8.94,6.12,,,11.40,7.75,,,0.00665101,0.00471592,,,6.34,12.94,177.33,0.01924089,7.79,16.24,261.33,0.01857695
2012-10-07,9.09,11.80,0.007131225784715593,8.94,6.15,,,11.41,7.79,,,0.00665009,0.00473703,,,6.37,12.99,177.95,0.01585266,7.82,16.31,262.20,0.01564588
2012-10-08,9.09,11.80,0.0066450795438547094,8.99,6.18,,,11.48,7.82,,,0.00663944,0.00475597,,,6.40,13.05,178.57,0.01562409,7.85,16.38,263.08,0.01547624
2012-10-09,9.17,11.90,0.006746031746031746,9.01,6.21,,,11.52,7.86,,,0.00664974,0.00477557,,,6.43,13.11,179.19,0.01586015,7.89,16.45,263.96,0.01565978
2012-10-10,9.33,12.10,0.006865053473660321,9.04,6.24,,,11.56,7.90,,,0.00666613,0.00479577,,,6.46,13.16,179.81,0.01655610,7.92,16.52,264.84,0.01626966
2012-10-11,9.25,12.00,0.006789519245458094,9.06,6.27,,,11.61,7.93,,,0.00668347,0.00481560,,,6.48,13.22,180.44,0.01592320,7.95,16.59,265.73,0.01571107
2012-10-12,9.25,12.00,0.006840725116862388,9.09,6.29,,,11.64,7.97,,,0.00669964,0.00483619,,,6.51,13.28,181.06,0.01569751,7.99,16.66,266.61,0.01550537
2012-10-13,9.17,11.90,0.006840725116862388,9.10,6.32,,,11.67,8.01,,,0.00670952,0.00485611,,,6.54,13.33,181.69,0.01501570,8.02,16.73,267.50,0.01495298
2012-10-14,9.02,11.70,0.006840725116862388,9.11,6.35,,,11.69,8.04,,,0.00671940,0.00487588,,,6.57,13.39,182.32,0.01394026,8.06,16.80,268.39,0.01398225
2012-10-15,9.09,11.80,0.006792148736545214,9.12,6.38,,,11.72,8.08,,,0.00672830,0.00489539,,,6.60,13.45,182.95,0.01411965,8.09,16.88,269.29,0.01420368
2012-10-16,9.17,11.90,0.0068068068068068074,9.13,6.40,,,11.74,8.11,,,0.00673351,0.00491473,,,6.63,13.51,183.59,0.01435353,8.12,16.95,270.18,0.01442418
2012-10-17,9.09,11.80,0.00674247185875093,9.13,6.43,,,11.76,8.15,,,0.00673758,0.00493374,,,6.65,13.57,184.22,0.01374106,8.16,17.02,271.08,0.01384452
2012-10-18,9.17,11.90,0.006850497956364055,9.14,6.46,,,11.78,8.18,,,0.00674288,0.00495329,,,6.68,13.62,184.86,0.01397463,8.19,17.09,271.98,0.01406422
2012-10-19,9.02,11.70,0.0067981755323784894,9.15,6.48,,,11.79,8.21,,,0.00674778,0.00497239,,,6.71,13.68,185.50,0.01292019,8.23,17.16,272.88,0.01311166
2012-10-20,9.02,11.70,0.0067981755323784894,9.16,6.51,,,11.82,8.25,,,0.00676312,0.00499150,,,6.74,13.74,186.14,0.01270903,8.26,17.24,273.79,0.01295522
2012-10-21,8.94,11.60,0.0067981755323784894,9.19,6.54,,,11.86,8.28,,,0.00677846,0.00501038,,,6.77,13.80,186.78,0.01205489,8.30,17.31,274.69,0.01238785
2012-10-22,9.02,11.70,0.006755001299038711,9.21,6.56,,,11.89,8.32,,,0.00679294,0.00502910,,,6.80,13.86,187.42,0.01229100,8.33,17.38,275.60,0.01260897
2012-10-23,8.94,11.60,0.00679236444548542,9.22,6.59,,,11.91,8.35,,,0.00680470,0.00504801,,,6.83,13.92,188.07,0.01164202,8.37,17.46,276.52,0.01204550
2012-10-24,8.94,11.60,0.006814910554298974,9.24,6.62,,,11.93,8.38,,,0.00681839,0.00506704,,,6.86,13.98,188.72,0.01143737,8.40,17.53,277.43,0.01189458
2012-10-25,8.40,10.90,0.006371288286181904,9.24,6.64,,,11.93,8.41,,,0.00681592,0.00508385,,,6.89,14.04,189.37,0.00827488,8.44,17.60,278.35,0.00911415
2012-10-26,8.31,10.20,0.005960032721748275,9.23,6.66,,,11.91,8.44,,,0.00680345,0.00509872,,,6.92,14.10,190.02,0.00759148,8.47,17.68,279.27,0.00638848
2012-10-27,8.39,10.30,0.005960032721748275,9.23,6.69,,,11.90,8.47,,,0.00679591,0.00511407,,,6.95,14.16,190.67,0.00783801,8.51,17.75,280.19,0.00658863
2012-10-28,8.80,10.70,0.005960032721748275,9.23,6.71,,,11.89,8.50,,,0.00678837,0.00512910,,,6.98,14.22,191.32,0.00987306,8.55,17.83,281.11,0.00788817
2012-10-29,8.75,10.60,0.006208815346317177,9.24,6.74,,,11.88,8.53,,,0.00678580,0.00514551,,,7.01,14.28,191.98,0.00940693,8.58,17.90,282.04,0.00738682
2012-10-30,9.04,10.90,0.006370543541788428,9.24,6.76,,,11.88,8.56,,,0.00678355,0.00516260,,,7.04,14.34,192.64,0.01077586,8.62,17.98,282.97,0.00831055
2012-10-31,9.22,11.20,0.006512195831031776,9.25,6.79,,,11.87,8.59,,,0.00678388,0.00518039,,,7.07,14.40,193.30,0.01154486,8.65,18.05,283.90,0.00926431
2012-11-01,8.63,10.60,0.006175716616173385,9.25,6.81,,,11.86,8.62,,,0.00677576,0.00519650,,,7.10,14.46,193.96,0.00818795,8.69,18.13,284.83,0.00691678
2012-11-02,8.52,10.50,0.006257635805596114,9.24,6.84,,,11.84,8.64,,,0.00677194,0.00521296,,,7.13,14.52,194.62,0.00741373,8.73,18.20,285.77,0.00638897
2012-11-03,8.65,10.60,0.006257635805596114,9.23,6.86,,,11.82,8.67,,,0.00676501,0.00522910,,,7.16,14.59,195.29,0.00792006,8.76,18.28,286.70,0.00662013
2012-11-04,8.78,10.80,0.006257635805596114,9.22,6.89,,,11.80,8.70,,,0.00675808,0.00524485,,,7.19,14.65,195.96,0.00842295,8.80,18.36,287.65,0.00717231
2012-11-05,8.83,10.80,0.006409571626962931,9.21,6.91,,,11.78,8.73,,,0.00675418,0.00526138,,,7.22,14.71,196.63,0.00850008,8.84,18.43,288.59,0.00700626
2012-11-06,8.95,10.90,0.006350131080687446,9.21,6.94,,,11.76,8.76,,,0.00674618,0.00527700,,,7.25,14.77,197.30,0.00894501,8.87,18.51,289.53,0.00723295
2012-11-07,8.80,10.90,0.006349021435228332,9.19,6.96,,,11.73,8.78,,,0.00673426,0.00529261,,,7.28,14.84,197.97,0.00797105,8.91,18.59,290.48,0.00706751
2012-11-08,8.79,10.90,0.006296938186019642,9.17,6.98,,,11.69,8.81,,,0.00671785,0.00530797,,,7.31,14.90,198.64,0.00773533,8.95,18.66,291.43,0.00690314
2012-11-09,8.71,10.80,0.006238086986657425,9.15,7.01,,,11.66,8.84,,,0.00670349,0.00532390,,,7.34,14.96,199.32,0.00713616,8.98,18.74,292.38,0.00642202
2012-11-10,8.82,10.90,0.006238086986657425,9.14,7.03,,,11.63,8.87,,,0.00668838,0.00533956,,,7.38,15.02,200.00,0.00747586,9.02,18.82,293.34,0.00661227
2012-11-11,8.86,10.90,0.006238086986657425,9.12,7.06,,,11.61,8.90,,,0.00667326,0.00535525,,,7.41,15.09,200.68,0.00750246,9.06,18.90,294.30,0.00645071
2012-11-12,8.95,11.00,0.006363715252668422,9.11,7.08,,,11.58,8.93,,,0.00666066,0.00537168,,,7.44,15.15,201.36,0.00778672,9.10,18.98,295.26,0.00663964
2012-11-13,8.84,10.90,0.006318291163087268,9.10,7.11,,,11.56,8.96,,,0.00665006,0.00538794,,,7.47,15.22,202.04,0.00704117,9.14,19.05,296.22,0.00613070
2012-11-14,8.85,10.90,0.006312985057338121,9.09,7.13,,,11.53,8.99,,,0.00663762,0.00540417,,,7.50,15.28,202.73,0.00691492,9.17,19.13,297.19,0.00600653
2012-11-15,9.12,11.20,0.006525285481239804,9.08,7.16,,,11.51,9.02,,,0.00662793,0.00542147,,,7.53,15.34,203.41,0.00811721,9.21,19.21,298.15,0.00688724
2012-11-16,9.55,11.80,0.00688387830703264,9.08,7.19,,,11.50,9.05,,,0.00662717,0.00544117,,,7.57,15.41,204.10,0.01007480,9.25,19.29,299.12,0.00879705
2012-11-17,9.57,11.80,0.00688387830703264,9.08,7.22,,,11.49,9.09,,,0.00662487,0.00546055,,,7.60,15.47,204.79,0.00999036,9.29,19.37,300.09,0.00863136
2012-11-18,9.39,11.60,0.00688387830703264,9.07,7.25,,,11.47,9.12,,,0.00662257,0.00547951,,,7.63,15.54,205.49,0.00889518,9.33,19.45,301.07,0.00778090
2012-11-19,9.46,11.80,0.006815884476534297,9.07,7.27,,,11.46,9.15,,,0.00661891,0.00549803,,,7.66,15.60,206.18,0.00906710,9.37,19.53,302.05,0.00830258
2012-11-20,9.34,11.70,0.00677142113030645,9.07,7.30,,,11.45,9.19,,,0.00661448,0.00551634,,,7.69,15.67,206.88,0.00828355,9.40,19.61,303.03,0.00783299
2012-11-21,9.39,11.80,0.006825346328484253,9.06,7.33,,,11.43,9.22,,,0.00660679,0.00553493,,,7.73,15.74,207.58,0.00830623,9.44,19.70,304.01,0.00801168
2012-11-22,9.91,12.40,0.007166387331676588,9.06,7.36,,,11.42,9.26,,,0.00660510,0.00555522,,,7.76,15.80,208.28,0.01072212,9.48,19.78,304.99,0.00988122
2012-11-23,9.92,12.40,0.007073588134626355,9.05,7.39,,,11.41,9.29,,,0.00660293,0.00557502,,,7.79,15.87,208.98,0.01058701,9.52,19.86,305.98,0.00971463
2012-11-24,9.87,12.40,0.007073588134626355,9.06,7.42,,,11.40,9.33,,,0.00660177,0.00559451,,,7.83,15.93,209.68,0.01010651,9.56,19.94,306.97,0.00954911
2012-11-25,9.97,12.50,0.007073588134626355,9.06,7.45,,,11.40,9.37,,,0.00660062,0.00561415,,,7.86,16.00,210.39,0.01041821,9.60,20.02,307.96,0.00971980
2012-11-26,9.83,12.30,0.007031986965097333,9.08,7.48,,,11.41,9.40,,,0.00659864,0.00563427,,,7.89,16.07,211.09,0.00954724,9.64,20.10,308.96,0.00888681
2012-11-27,9.70,12.20,0.00701714022776947,9.09,7.51,,,11.42,9.44,,,0.00660608,0.00565354,,,7.92,16.14,211.80,0.00873063,9.68,20.19,309.95,0.00839245
2012-11-28,9.85,12.40,0.007209931098642324,9.10,7.54,,,11.43,9.48,,,0.00661535,0.00567377,,,7.96,16.20,212.51,0.00923979,9.72,20.27,310.95,0.00889686
2012-11-29,9.87,12.40,0.007184657280259575,9.11,7.57,,,11.44,9.52,,,0.00662175,0.00569387,,,7.99,16.27,213.23,0.00916001,9.76,20.35,311.96,0.00873594
2012-11-30,10.00,12.60,0.007347581421115549,9.13,7.60,,,11.45,9.55,,,0.00663291,0.00571455,,,8.02,16.34,213.94,0.00961538,9.80,20.44,312.96,0.00923605
2012-12-01,9.97,12.60,0.007347581421115549,9.14,7.63,,,11.46,9.59,,,0.00664305,0.00573508,,,8.06,16.41,214.66,0.00924492,9.84,20.52,313.97,0.00907507
2012-12-02,9.75,12.50,0.007347581421115549,9.16,7.66,,,11.47,9.63,,,0.00665318,0.00575526,,,8.09,16.48,215.38,0.00800810,9.88,20.60,314.98,0.00858735
2012-12-03,9.95,12.70,0.007401148052099419,9.17,7.69,,,11.49,9.67,,,0.00666439,0.00577607,,,8.13,16.54,216.10,0.00875126,9.92,20.69,315.99,0.00908289
2012-12-04,10.43,13.40,0.007895357058684892,9.20,7.72,,,11.52,9.71,,,0.00668645,0.00579953,,,8.16,16.61,216.82,0.01087894,9.96,20.77,317.01,0.01120339
2012-12-05,10.39,13.40,0.007895682711401012,9.23,7.75,,,11.55,9.75,,,0.00670823,0.00582299,,,8.19,16.68,217.55,0.01050822,10.00,20.86,318.02,0.01103824
2012-12-06,10.24,13.30,0.007824219784098597,9.25,7.78,,,11.58,9.79,,,0.00672987,0.00584609,,,8.23,16.75,218.27,0.00956961,10.04,20.94,319.04,0.01055016
2012-12-07,10.28,13.50,0.007919746568109821,9.27,7.81,,,11.62,9.83,,,0.00675125,0.00586968,,,8.26,16.82,219.00,0.00958527,10.08,21.03,320.07,0.01103261
2012-12-08,10.22,13.40,0.007919746568109821,9.29,7.84,,,11.65,9.87,,,0.00677368,0.00589303,,,8.30,16.89,219.73,0.00908102,10.12,21.12,321.09,0.01054764
2012-12-09,10.27,13.40,0.007919746568109821,9.32,7.87,,,11.68,9.92,,,0.00679612,0.00591630,,,8.33,16.96,220.46,0.00914534,10.17,21.20,322.12,0.01035422
2012-12-10,10.27,13.40,0.00782436062127759,9.35,7.91,,,11.72,9.96,,,0.00681664,0.00593906,,,8.37,17.03,221.20,0.00892731,10.21,21.29,323.15,0.01019365
2012-12-11,10.49,13.60,0.007952053793305072,9.38,7.94,,,11.76,10.00,,,0.00684058,0.00596229,,,8.40,17.10,221.93,0.00978785,10.25,21.37,324.18,0.01067117
2012-12-12,10.56,13.70,0.008003271410211473,9.41,7.97,,,11.80,10.04,,,0.00686480,0.00598578,,,8.44,17.17,222.67,0.00989591,10.29,21.46,325.22,0.01082780
2012-12-13,10.59,13.70,0.00807307012374779,9.44,8.00,,,11.84,10.09,,,0.00688996,0.00600961,,,8.47,17.24,223.41,0.00986322,10.33,21.55,326.26,0.01066692
2012-12-14,10.54,13.60,0.008020050125313283,9.48,8.04,,,11.90,10.13,,,0.00692294,0.00603353,,,8.51,17.31,224.15,0.00941384,10.37,21.64,327.30,0.01019152
2012-12-15,10.49,13.50,0.008020050125313283,9.53,8.07,,,11.96,10.17,,,0.00696414,0.00605691,,,8.54,17.39,224.90,0.00901276,10.42,21.72,328.34,0.00968797
2012-12-16,10.30,13.30,0.008020050125313283,9.57,8.10,,,12.02,10.21,,,0.00700534,0.00608069,,,8.58,17.46,225.64,0.00792408,10.46,21.81,329.39,0.00890478
2012-12-17,10.34,13.30,0.007830899670277908,9.60,8.13,,,12.07,10.25,,,0.00704275,0.00610319,,,8.61,17.53,226.39,0.00794380,10.50,21.90,330.43,0.00875191
2012-12-18,10.32,13.30,0.00795978215333054,9.63,8.16,,,12.13,10.29,,,0.00707777,0.00612669,,,8.65,17.60,227.14,0.00764337,10.54,21.99,331.48,0.00859974
2012-12-19,10.53,13.60,0.008162285439923178,9.66,8.19,,,12.18,10.33,,,0.00711361,0.00615120,,,8.69,17.67,227.89,0.00839416,10.59,22.08,332.54,0.00934928
2012-12-20,10.46,13.50,0.00819224467504096,9.68,8.23,,,12.23,10.37,,,0.00714721,0.00617587,,,8.72,17.75,228.65,0.00791161,10.63,22.17,333.59,0.00888655
2012-12-21,10.37,13.50,0.008143076876677625,9.72,8.26,,,12.29,10.41,,,0.00718656,0.00620021,,,8.76,17.82,229.40,0.00729695,10.67,22.26,334.65,0.00873511
2012-12-22,10.28,13.40,0.008143076876677625,9.75,8.29,,,12.34,10.45,,,0.00722427,0.00622425,,,8.79,17.89,230.16,0.00673081,10.72,22.35,335.71,0.00824641
2012-12-23,10.26,13.30,0.008143076876677625,9.78,8.32,,,12.40,10.49,,,0.00726197,0.00624799,,,8.83,17.97,230.92,0.00643883,10.76,22.44,336.78,0.00779093
2012-12-24,10.40,13.40,0.008079102857831907,9.82,8.34,,,12.45,10.53,,,0.00729840,0.00627079,,,8.87,18.04,231.68,0.00686684,10.80,22.53,337.85,0.00794985
2012-12-25,10.43,13.40,0.0081431740147671,9.85,8.37,,,12.50,10.57,,,0.00733308,0.00629395,,,8.90,18.11,232.44,0.00684441,10.85,22.62,338.92,0.00777273
2012-12-26,10.44,13.50,0.008134735319815612,9.88,8.40,,,12.55,10.61,,,0.00736877,0.00631706,,,8.94,18.19,233.21,0.00668837,10.89,22.71,339.99,0.00793072
2012-12-27,10.35,13.40,0.00805385262651761,9.91,8.43,,,12.60,10.65,,,0.00740286,0.00633977,,,8.98,18.26,233.98,0.00608889,10.93,22.80,341.06,0.00748190
2012-12-28,10.35,13.40,0.008091298834611437,9.94,8.46,,,12.65,10.69,,,0.00743875,0.00636269,,,9.01,18.34,234.75,0.00593603,10.98,22.89,342.14,0.00730765
2012-12-29,10.23,13.40,0.008091298834611437,9.97,8.49,,,12.71,10.73,,,0.00747582,0.00638545,,,9.05,18.41,235.52,0.00521040,11.02,22.99,343.22,0.00716436
2012-12-30,10.22,13.40,0.008091298834611437,10.00,8.52,,,12.76,10.77,,,0.00751288,0.00640768,,,9.09,18.49,236.29,0.00497359,11.07,23.08,344.30,0.00699217
2012-12-31,10.33,13.50,0.008058739255014326,10.03,8.55,,,12.81,10.80,,,0.00754929,0.00642980,,,9.13,18.56,237.07,0.00526454,11.11,23.17,345.39,0.00714969
2013-01-01,10.21,13.30,0.007992548300832307,10.05,8.57,,,12.85,10.84,,,0.00758187,0.00644980,,,9.16,18.64,237.85,0.00459137,11.16,23.26,346.48,0.00638196
2013-01-02,10.18,13.30,0.007888025621256154,10.08,8.60,,,12.90,10.87,,,0.00761326,0.00646928,,,9.20,18.71,238.63,0.00427146,11.20,23.36,347.57,0.00624313
2013-01-03,10.32,13.40,0.008055547206107789,10.11,8.63,,,12.95,10.91,,,0.00764812,0.00648960,,,9.24,18.79,239.41,0.00469218,11.25,23.45,348.66,0.00637207
2013-01-04,10.41,13.50,0.008149959250203748,10.14,8.65,,,13.00,10.94,,,0.00768061,0.00651101,,,9.28,18.87,240.19,0.00489368,11.29,23.55,349.76,0.00652938
2013-01-05,10.35,13.40,0.008149959250203748,10.15,8.68,,,13.03,10.98,,,0.00770593,0.00653167,,,9.31,18.94,240.98,0.00448914,11.34,23.64,350.85,0.00606757
2013-01-06,10.36,13.40,0.008149959250203748,10.17,8.70,,,13.06,11.01,,,0.00773125,0.00655156,,,9.35,19.02,241.76,0.00434577,11.38,23.73,351.96,0.00593106
2013-01-07,10.54,13.60,0.008254931714719272,10.19,8.73,,,13.10,11.05,,,0.00775867,0.00657143,,,9.39,19.10,242.55,0.00493224,11.43,23.83,353.06,0.00635190
2013-01-08,10.57,13.70,0.00825226636147336,10.21,8.76,,,13.14,11.08,,,0.00778740,0.00659170,,,9.43,19.18,243.35,0.00487346,11.47,23.92,354.17,0.00650715
2013-01-09,10.65,13.80,0.008323130462054367,10.24,8.78,,,13.18,11.12,,,0.00781844,0.00661233,,,9.47,19.25,244.14,0.00502834,11.52,24.02,355.28,0.00663253
2013-01-10,10.89,14.10,0.008420926899187768,10.27,8.81,,,13.23,11.16,,,0.00785035,0.00663344,,,9.51,19.33,244.93,0.00586186,11.57,24.12,356.39,0.00733716
2013-01-11,10.98,14.10,0.008483244088803321,10.29,8.84,,,13.26,11.20,,,0.00787668,0.00665598,,,9.54,19.41,245.73,0.00609679,11.61,24.21,357.50,0.00719882
2013-01-12,11.10,14.20,0.008483244088803321,10.31,8.87,,,13.30,11.24,,,0.00790488,0.00667804,,,9.58,19.49,246.53,0.00641486,11.66,24.31,358.62,0.00732073
2013-01-13,11.01,14.10,0.008483244088803321,10.34,8.90,,,13.33,11.27,,,0.00793307,0.00669918,,,9.62,19.57,247.33,0.00584746,11.70,24.40,359.74,0.00689576
2013-01-14,11.20,14.30,0.0085764836417069,10.36,8.93,,,13.37,11.31,,,0.00796313,0.00672080,,,9.66,19.65,248.14,0.00645756,11.75,24.50,360.87,0.00730408
2013-01-15,11.22,14.30,0.008513931888544893,10.39,8.96,,,13.41,11.35,,,0.00799277,0.00674242,,,9.70,19.73,248.94,0.00635345,11.80,24.60,361.99,0.00713898
2013-01-16,11.56,14.70,0.008750520864337162,10.43,8.99,,,13.46,11.39,,,0.00802744,0.00676521,,,9.74,19.81,249.75,0.00758302,11.84,24.70,363.12,0.00814165
2013-01-17,12.20,15.50,0.009185185185185185,10.47,9.02,,,13.52,11.43,,,0.00806694,0.00679018,,,9.78,19.89,250.56,0.01005067,11.89,24.80,364.25,0.01024520
2013-01-18,12.36,15.70,0.009317783910501795,10.52,9.06,,,13.59,11.48,,,0.00810960,0.00681548,,,9.82,19.97,251.38,0.01051499,11.94,24.89,365.39,0.01063800
2013-01-19,12.25,15.60,0.009317783910501795,10.57,9.09,,,13.65,11.52,,,0.00814901,0.00684227,,,9.86,20.05,252.19,0.00986258,11.99,24.99,366.52,0.01018250
2013-01-20,12.28,15.70,0.009317783910501795,10.61,9.13,,,13.71,11.57,,,0.00818841,0.00686874,,,9.90,20.13,253.01,0.00978981,12.03,25.09,367.66,0.01031971
2013-01-21,13.18,16.80,0.009940240222472044,10.68,9.17,,,13.79,11.62,,,0.00824026,0.00689756,,,9.94,20.21,253.82,0.01328522,12.08,25.19,368.81,0.01323130
2013-01-22,13.54,17.30,0.010221565731166914,10.75,9.21,,,13.89,11.67,,,0.00829667,0.00692751,,,9.98,20.29,254.65,0.01455021,12.13,25.29,369.95,0.01444861
2013-01-23,13.66,17.50,0.010388839418224993,10.82,9.25,,,13.97,11.73,,,0.00834654,0.00695829,,,10.02,20.37,255.47,0.01482990,12.18,25.39,371.10,0.01482224
2013-01-24,13.18,16.90,0.010131590779652887,10.88,9.29,,,14.04,11.78,,,0.00839126,0.00698779,,,10.06,20.45,256.29,0.01267108,12.23,25.49,372.25,0.01297150
2013-01-25,13.51,17.40,0.010487929839365901,10.94,9.33,,,14.12,11.83,,,0.00844453,0.00701818,,,10.10,20.54,257.12,0.01380455,12.27,25.59,373.40,0.01420541
2013-01-26,13.79,17.90,0.010487929839365901,11.01,9.37,,,14.21,11.88,,,0.00849590,0.00704764,,,10.14,20.62,257.95,0.01472903,12.32,25.69,374.56,0.01540415
2013-01-27,13.70,17.80,0.010487929839365901,11.08,9.40,,,14.30,11.94,,,0.00854726,0.00707725,,,10.18,20.70,258.78,0.01415929,12.37,25.79,375.72,0.01494427
2013-01-28,14.45,18.70,0.011296704624399674,11.16,9.45,,,14.40,11.99,,,0.00861480,0.00710893,,,10.22,20.78,259.61,0.01696139,12.42,25.90,376.88,0.01723097
2013-01-29,15.06,19.50,0.011721215399873771,11.26,9.49,,,14.52,12.05,,,0.00869274,0.00714331,,,10.27,20.87,260.45,0.01914621,12.47,26.00,378.05,0.01922972
